Authors	Title	Year	Link	Authors with Affiliations	aff_names	Affiliation type	Affiliation country
Steffen Pauws;Berry Eggen	PATS: Realization and user evaluation of an automatic playlist generator.	2002	https://doi.org/10.5281/zenodo.1417971	Steffen Pauws, Philips Research Eindhoven, NLD, company;Berry Eggen, Philips Research Eindhoven, NLD, company, Technische Universiteit Eindhoven, NLD, education	 Philips Research, Philips Research	company, company	NLD, NLD
Jaap Haitsma;Ton Kalker	A Highly Robust Audio Fingerprinting System.	2002	https://doi.org/10.5281/zenodo.1417973	Jaap Haitsma, Philips Research, NLD, company;Ton Kalker, Philips Research, NLD, company	 Philips Research, Philips Research	company, company	NLD, NLD
George Tzanetakis;Andrey Ermolinskiy;Perry R. Cook	Pitch Histograms in Audio and Symbolic Music Information Retrieval.	2002	https://doi.org/10.5281/zenodo.1416146	George Tzanetakis, Princeton University, USA, education;Andrey Ermolinskyi, Princeton University, USA, education;Perry Cook, Princeton University, USA, education	 Princeton University, Princeton University, Princeton University	education, education, education	USA, USA, USA
Alexandra L. Uitdenbogerd;Ron G. van Schyndel	A Review of Factors Affecting Music Recommender Success.	2002	https://doi.org/10.5281/zenodo.1417783	Alexandra Uitdenbogerd, RMIT University, AUS, education;Ron van Schyndel, RMIT University, AUS, education	 RMIT University, RMIT University	education, education	AUS, AUS
Ja-Young Kim;Nicholas J. Belkin	Categories of Music Description and Search Terms and Phrases Used by Non-Music Experts.	2002	https://doi.org/10.5281/zenodo.1417763	Ja-Young Kim, Rutgers University, USA, education;Nicholas J. Belkin, Rutgers University, USA, education	 Rutgers University, Rutgers University	education, education	USA, USA
Jean-Julien Aucouturier;François Pachet	Music Similarity Measures: What's the use?	2002	https://doi.org/10.5281/zenodo.1418257	Jean-Julien Aucouturier, SONY Computer Science Lab, FRA, company;Francois Pachet, SONY Computer Science Lab, FRA, company	Sony Computer Science Laboratories, Sony Computer Science Laboratories	company, company	FRA, FRA
Cheng Yang	MACSIS: A Scalable Acoustic Index for Content-Based Music Retrieval.	2002	https://doi.org/10.5281/zenodo.1416662	Cheng Yang, Stanford University, USA, education	Stanford University	education	USA
Jouni Paulus;Anssi Klapuri	Measuring the similarity of Rhythmic Patterns.	2002	https://doi.org/10.5281/zenodo.1414712	Jouni Paulus, Tampere University of Technology, FIN, education;Anssi Klapuri, Tampere University of Technology, FIN, education	 Tampere University of Technology, Tampere University of Technology	education, education	FIN, FIN
Toni Heittola;Anssi Klapuri	Locating Segments with Drums in Music Signals.	2002	https://doi.org/10.5281/zenodo.1418137	Toni Heittola, Tampere University of Technology, FIN, education;Anssi Klapuri, Tampere University of Technology, FIN, education	 Tampere University of Technology, Tampere University of Technology	education, education	FIN, FIN
Thomas Noll;Jörg Garbers;Karin Höthker;Christian Spevak;Tillman Weyde	Opuscope - Towards a Corpus-Based Music Repository.	2002	https://doi.org/10.5281/zenodo.1417411	Thomas Noll, Technische Universität Berlin, DEU, education;Jörg Garbers, Technische Universität Berlin, DEU, education;Karin Höthker, Universität Karlsruhe, DEU, education;Christian Spevak, Universität Karlsruhe, DEU, education;Tillman Weyde, Universität Osnabrück, DEU, education	 Technische Universität Berlin, Technische Universität Berlin, Universität Karlsruhe, Universität Karlsruhe, University of Osnabrück	education, education, education, education, education	DEU, DEU, DEU, DEU, DEU
Leonardo Chiariglione	Technology and Art - Putting Things in Context.	2002	https://doi.org/10.5281/zenodo.1416780	Leonardo Chiariglione, Telecom Italia Lab, ITA, company	Telecom Italia	company	ITA
Emanuele Pollastri	Some Considerations About Processing Singing Voice for Music Retrieval.	2002	https://doi.org/10.5281/zenodo.1416494	Emanuele Pollastri, Università degli Studi di Milano, ITA, education	University of Milano	education	ITA
Pedro Cano;Martin Kaltenbrunner;Fabien Gouyon;Eloi Batlle	On the use of FastMap for Audio Retrieval and Browsing.	2002	https://doi.org/10.5281/zenodo.1415250	Pedro Cano, Universitat Pompeu Fabra, ESP, education;Martin Kaltenbrunner, Universitat Pompeu Fabra, ESP, education;Fabien Gouyon, Universitat Pompeu Fabra, ESP, education;Eloi Batlle, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra	education, education, education, education	ESP, ESP, ESP, ESP
Ann Blandford;Hanna Stelmaszewska	Usability of Musical Digital Libraries: a Multimodal Analysis.	2002	https://doi.org/10.5281/zenodo.1417171	Ann Blandford, University College London, GBR, education;Hanna Stelmaszewska, University College London, GBR, education	 University College London, University College London	education, education	GBR, GBR
Anna Pienimäki	Indexing Music Databases Using Automatic Extraction of Frequent Phrases.	2002	https://doi.org/10.5281/zenodo.1416632	Anna Pienimäki, University of Helsinki, FIN, education	University of Helsinki	education	FIN
Thomas Mandl 0001;Christa Womser-Hacker	Learning to cope with Diversity in Music Retrieval.	2002	https://doi.org/10.5281/zenodo.1416560	Thomas Mandl, University of Hildesheim, DEU, education;Christa Womser-Hacker, University of Hildesheim, DEU, education	 University of Hildesheim, University of Hildesheim	education, education	DEU, DEU
Jin Ha Lee;J. Stephen Downie;Allen Renear	Representing Traditional Korean Music Notation in XML.	2002	https://doi.org/10.5281/zenodo.1418277	Jin Ha Lee, University of Illinois at Urbana-Champaign, USA, education;J. Stephen Downie, University of Illinois at Urbana-Champaign, USA, education;Allen Renear, University of Illinois at Urbana-Champaign, USA, education	University of Illinois Urbana-Champaign, University of Illinois Urbana-Champaign, University of Illinois Urbana-Champaign	education, education, education	USA, USA, USA
J. Stephen Downie;Sally Jo Cunningham	Toward a Theory of Music Information Retrieval Queries: System Design Implications.	2002	https://doi.org/10.5281/zenodo.1417565	J. Stephen Downie, University of Illinois at Urbana-Champaign, USA, education;Sally Jo Cunningham, University of Waikato, NZL, education	 University of Illinois Urbana-Champaign, University of Waikato	education, education	USA, NZL
Joe Futrelle;J. Stephen Downie	Interdisciplinary Communities and Research Issues in Music Information Retrieval.	2002	https://doi.org/10.5281/zenodo.1416406	Joe Futrelle, Graduate School of Library and Information Science, University of Illinois, USA, education;J. Stephen Downie, Graduate School of Library and Information Science, University of Illinois, USA, education	University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign	education, education	USA, USA
Matija Marolt;Sasa Divjak	On detecting repeated notes in piano music.	2002	https://doi.org/10.5281/zenodo.1416078	Matija Marolt, University of Ljubljana, SVN, education;Sasa Divjak, University of Ljubljana, SVN, education	 University of Ljubljana, University of Ljubljana	education, education	SVN, SVN
Christopher Raphael	Automatic Transcription of Piano Music.	2002	https://doi.org/10.5281/zenodo.1414952	Christopher Raphael, Univ. of Massachusetts, Amherst, USA, education	University of Massachusetts Amherst	education	USA
Jeremy Pickens;Juan Pablo Bello;Tim Crawford;Matthew J. Dovey;Giuliano Monti;Mark B. Sandler	Polyphonic Score Retrieval Using Polyphonic Audio Queries: A Harmonic Modeling Approach.	2002	https://doi.org/10.5281/zenodo.1418091	Jeremy Pickens, University of Massachusetts, Amherst, USA, education;Juan Pablo Bello, Queen Mary, University of London, GBR, education;Giuliano Monti, Queen Mary, University of London, GBR, education;Tim Crawford, King’s College, London, GBR, education;Matthew Dovey, Oxford University, GBR, education;Mark Sandler, Queen Mary, University of London, GBR, education;Don Byrd, Indiana University, Bloomington, USA, education	 University of Massachusetts Amherst, Queen Mary University of London, Queen Mary University of London, King’s College London, Oxford University, Queen Mary University of London, Indiana University Bloomington	education, education, education, education, education, education, education	USA, GBR, GBR, GBR, GBR, GBR, USA
Hui Jin;H. V. Jagadish	Indexing Hidden Markov Models for Music Retrieval.	2002	https://doi.org/10.5281/zenodo.1418259	Hui Jin, The University of Michigan, USA, education;H. V. Jagadish, The University of Michigan, USA, education	 University of Michigan, University of Michigan	education, education	USA, USA
Bryan Pardo;William P. Birmingham	Encoding Timing Information for Musical Query Matching.	2002	https://doi.org/10.5281/zenodo.1415776	Bryan Pardo, University of Michigan, USA, education;William Birmingham, University of Michigan, USA, education	 University of Michigan, University of Michigan	education, education	USA, USA
Colin Meek;William P. Birmingham	Johnny Can't Sing: A Comprehensive Error Model for Sung Music Queries.	2002	https://doi.org/10.5281/zenodo.1418065	Colin Meek, University of Michigan, USA, education;William Birmingham, University of Michigan, USA, education	 University of Michigan, University of Michigan	education, education	USA, USA
Massimo Melucci;Nicola Orio	A Comparison of Manual and Automatic Melody Segmentation.	2002	https://doi.org/10.5281/zenodo.1416914	Massimo Melucci, University of Padova, ITA, education;Nicola Orio, University of Padova, ITA, education	University of Padova,University of Padova	education, education	ITA, ITA
John R. McPherson	Introducing Feedback into an Optical Music Recogniition System.	2002	https://doi.org/10.5281/zenodo.1417725	John R. McPherson, University of Waikato, NZL, education	University of Waikato	education	NZL
David Bainbridge;John R. McPherson	Forming a Corpus of Voice Queries for Music Information Retrieval.	2002	https://doi.org/10.5281/zenodo.1417301	David Bainbridge, University of Waikato, NZL, education;John R. McPherson, University of Waikato, NZL, education;Sally Jo Cunningham, University of Waikato, NZL, education	 University of Waikato, University of Waikato, University of Waikato	education, education, education	NZL, NZL, NZL
Andreas Rauber;Elias Pampalk;Dieter Merkl	Using Psycho-Acoustic Models and Self-Organizing Maps to Create a Hierarchical Structuring of Music by Musical Styles.	2002	https://doi.org/10.5281/zenodo.1417143	Andreas Rauber, Vienna Univ. of Technology, AUT, education;Elias Pampalk, Austrian Research Institute for Artificial Intelligence, AUT, facility;Dieter Merkl, Vienna Univ. of Technology, AUT, education	 Vienna University of Technology , Austrian Research Institute for Artificial Intelligence,  Vienna University of Technology 	education, facility, education	AUT, AUT, AUT
Yazhong Feng;Yueting Zhuang;Yunhe Pan	Popular Music Retrieval by Independent Component Analysis.	2002	https://doi.org/10.5281/zenodo.1416098	Yazhong Feng, Zhejiang University, CHN, education;Yueting Zhuang, Zhejiang University, CHN, education;Yunhe Pan, Zhejiang University, CHN, education	 Zhejiang University, Zhejiang University, Zhejiang University	education, education, education	CHN, CHN, CHN
Wei-Ho Tsai;Hsin-Min Wang;Dwight Rodgers;Shih-Sian Cheng;Hung-Ming Yu	Blind clustering of popular music recordings based on singer voice characteristics.	2003	https://doi.org/10.5281/zenodo.1415112	Wei-Ho Tsai, Institute of Information Science, Academia Sinica, TWN, facility;Hsin-Min Wang, Institute of Information Science, Academia Sinica, TWN, facility;Dwight Rodgers, Institute of Information Science, Academia Sinica, TWN, facility;Shi-Sian Cheng, Institute of Information Science, Academia Sinica, TWN, facility;Hung-Ming Yu, Institute of Information Science, Academia Sinica, TWN, facility	Academia Sinica, Academia Sinica,Academia Sinica,Academia Sinica,Academia Sinica	facility, facility, facility, facility, facility	TWN, TWN, TWN, TWN, TWN
Simon Dixon;Elias Pampalk;Gerhard Widmer	Classification of dance music by periodicity patterns.	2003	https://doi.org/10.5281/zenodo.1414936	Simon Dixon, Austrian Research Institute for AI, AUT, facility;Elias Pampalk, Austrian Research Institute for AI, AUT, facility;Gerhard Widmer, Austrian Research Institute for AI, AUT, facility, Department of Medical Cybernetics and AI, University of Vienna, AUT, education	Austrian Research Institute for Artificial Intelligence,Austrian Research Institute for Artificial Intelligence,Austrian Research Institute for Artificial Intelligence	facility, facility, facility	AUT, AUT, AUT
Elias Pampalk;Simon Dixon;Gerhard Widmer	Exploring music collections by browsing different views.	2003	https://doi.org/10.5281/zenodo.1416876	Elias Pampalk, Austrian Research Institute for Artificial Intelligence (OeFAI), AUT, facility, University of Vienna, AUT, education;Simon Dixon, Austrian Research Institute for Artificial Intelligence (OeFAI), AUT, facility;Gerhard Widmer, Austrian Research Institute for Artificial Intelligence (OeFAI), AUT, facility, University of Vienna, AUT, education	Austrian Research Institute for Artificial Intelligence,Austrian Research Institute for Artificial Intelligence,Austrian Research Institute for Artificial Intelligence	facility, facility, facility	AUT, AUT, AUT
George Tzanetakis;Jun Gao;Peter Steenkiste	A scalable peer-to-peer system for music content and information retrieval.	2003	https://doi.org/10.5281/zenodo.1417451	George Tzanetakis, Carnegie Mellon University, USA, education;Jun Gao, Carnegie Mellon University, USA, education;Peter Steenkiste, Carnegie Mellon University, USA, education	 Carnegie Mellon University, Carnegie Mellon University, Carnegie Mellon University	education, education, education	USA, USA, USA
Roger B. Dannenberg;William P. Birmingham;George Tzanetakis;Colin Meek;Ning Hu;Bryan Pardo	The MUSART testbed for query-by-humming evaluation.	2003	https://doi.org/10.5281/zenodo.1415978	Roger B. Dannenberg, Carnegie Mellon University, USA, education;William P. Birmingham, University of Michigan, USA, education;George Tzanetakis, University of Michigan, USA, education;Colin Meek, Carnegie Mellon University, USA, education;Ning Hu, Carnegie Mellon University, USA, education;Bryan Pardo, Carnegie Mellon University, USA, education	 Carnegie Mellon University, University of Michigan, University of Michigan, Carnegie Mellon University, Carnegie Mellon University, Carnegie Mellon University	education, education, education, education, education, education	USA, USA, USA, USA, USA, USA
